context,source,target
jefe produccion jefe oficina tecnico,technical production manager,jefe produccion jefe oficina tecnico
jefe tecnico produccion,technical production manager,jefe tecnico produccion
oficial actividades tecnicos profesionales,technical professional,oficial actividades tecnicos profesionales
tecnico actividades tecnicos profesionales,technical professional,tecnico actividades tecnicos profesionales
responsable tecnico de proyecto,technical project manager,responsable tecnico de proyecto
jefe tecnico proyecto,technical projects manager,jefe tecnico proyecto
tecnico proyeccion,technical projects manager,tecnico proyeccion
tecnico administrativo compras,technical purchaser,tecnico administrativo compras
tecnico compras aprovisionamientos,technical purchaser,tecnico compras aprovisionamientos
jefe oficina tecnico calidad,technical quality manager,jefe oficina tecnico calidad
oficina tecnico calidad,technical quality manager,oficina tecnico calidad
responsable calidad oficina tecnico,technical quality manager,responsable calidad oficina tecnico
responsable calidad tecnico,technical quality manager,responsable calidad tecnico
responsable departamento tecnico calidad,technical quality manager,responsable departamento tecnico calidad
tecnico auxiliar calidad,technical quality manager,tecnico auxiliar calidad
tecnico calidad aguas,technical quality manager,tecnico calidad aguas
tecnico calidad campo,technical quality manager,tecnico calidad campo
tecnico calidad construccion,technical quality manager,tecnico calidad construccion
tecnico calidad datos,technical quality manager,tecnico calidad datos
tecnico calidad instalaciones,technical quality manager,tecnico calidad instalaciones
tecnico calidad metrologia,technical quality manager,tecnico calidad metrologia
tecnico calidad prevencion,technical quality manager,tecnico calidad prevencion
tecnico calidad proceso,technical quality manager,tecnico calidad proceso
tecnico calidad seguridad,technical quality manager,tecnico calidad seguridad
tecnico evaluacion calidad,technical quality manager,tecnico evaluacion calidad
tecnico prevencion riesgos laborales calidad,technical quality manager,tecnico prevencion riesgos laborales calidad
tecnico procesos calidad,technical quality manager,tecnico procesos calidad
tenico calidad,technical quality manager,tenico calidad
tecnico de reclutamiento y seleccion,technical recruiter,tecnico de reclutamiento y seleccion
vendedor tecnico,technical sales,vendedor tecnico
vendedor tecnico ciclismo,technical sales,vendedor tecnico ciclismo
representante comercio tecnico ventas,technical sales representative,representante comercio tecnico ventas
soporte tecnico ventas,technical sales support,soporte tecnico ventas
responsable servicio tecnico,technical service,responsable servicio tecnico
ingeniero tecnico industrial proyectista,technical service engineer,ingeniero tecnico industrial proyectista
ingeniero tecnico obras publicas practicas,technical service engineer,ingeniero tecnico obras publicas practicas
educador social tecnico empleo,technical service manager,educador social tecnico empleo
ingeniero tecnico industrial jefe,technical service manager,ingeniero tecnico industrial jefe
administrativo servicio tecnico,technical service specialist,administrativo servicio tecnico
gerente servicios tecnicos,technical services manager,gerente servicios tecnicos
tecnico estudios cualitativos,technical student,tecnico estudios cualitativos
tecnico superior archivos,technical supervisor,tecnico superior archivos
tecnico superior electricidad,technical supervisor,tecnico superior electricidad
personal tecnico apoyo,technical support,personal tecnico apoyo
programador tecnico soporte,technical support,programador tecnico soporte
responsable tecnico,technical support,responsable tecnico
soporte tecnico,technical support,soporte tecnico
soporte tecnico adsl,technical support,soporte tecnico adsl
soporte tecnico nivel,technical support,soporte tecnico nivel
sporte tecnico,technical support,sporte tecnico
tecnico de soporte,technical support,tecnico de soporte
tecnico soporte administrativo,technical support,tecnico soporte administrativo
tecnico soporte usuario,technical support,tecnico soporte usuario
teleoperador soporte tecnico,technical support,teleoperador soporte tecnico
soporte tecnico administrativo,technical support agent,soporte tecnico administrativo
analista de soporte tecnico,technical support analyst,analista de soporte tecnico
tecnico de soporte nivel 1,technical support consultant,tecnico de soporte nivel 1
tecnico soporte primer nivel,technical support consultant,tecnico soporte primer nivel
coordinador soporte tecnico,technical support coordinator,coordinador soporte tecnico
ingeniero de soporte tecnico,technical support engineer,ingeniero de soporte tecnico
ingeniero soporte tecnico aplicaciones,technical support engineer,ingeniero soporte tecnico aplicaciones
ingeniero tecnico soporte,technical support engineer,ingeniero tecnico soporte
gerente soporte tecnico,technical support manager,gerente soporte tecnico
gestor soporte tecnico,technical support manager,gestor soporte tecnico
tecnico superior actividades tecnicos,technical support supervisor,tecnico superior actividades tecnicos
tecnico encuestas,technical surveyor,tecnico encuestas
jefe de equipo tecnico,technical team leader,jefe de equipo tecnico
responsable equipo tecnico,technical team manager,responsable equipo tecnico
instructor soporte vital avanzado,technical trainer,instructor soporte vital avanzado
instalador,technician,instalador
tecnico,technician,tecnico
tecnico aplicaciones informaticas,technician,tecnico aplicaciones informaticas
tecnico calzado,technician,tecnico calzado
tecnico cuantitativo,technician,tecnico cuantitativo
tecnico de acompanamiento,technician,tecnico de acompanamiento
tecnico liquidaciones,technician,tecnico liquidaciones
tecnico personal,technician,tecnico personal
tecnico puesta marcha,technician,tecnico puesta marcha
tecnico de seleccion / administrativo,technician administrator,tecnico de seleccion / administrativo
tecnico informatico administrativo,technician administrator,tecnico informatico administrativo
tecnico de seleccion / becario,technician internship,tecnico de seleccion / becario
tecnico deportivo superior,technician supervisor,tecnico deportivo superior
tecnico superior imagen sonido,technician supervisor,tecnico superior imagen sonido
experto tecnologico,technologist,experto tecnologico
gerente tecnologias,technology manager,gerente tecnologias
tecnico de soporte de tecnologias,technology technician,tecnico de soporte de tecnologias
administrativo gestor telefonico,telecom manager,administrativo gestor telefonico
tecnico de comunicaciones de seguridad,telecom technician,tecnico de comunicaciones de seguridad
tecnico sistemas telecomunicaciones,telecom technician,tecnico sistemas telecomunicaciones
ingeniero de telecomunicaciones,telecommunication engineer,ingeniero de telecomunicaciones
ingeniero superior telecomunicaciones,telecommunications engineer,ingeniero superior telecomunicaciones
encargado telecomunicaciones,telecommunications manager,encargado telecomunicaciones
gerente telecomunicaciones,telecommunications manager,gerente telecomunicaciones
gestor telecomunicaciones,telecommunications manager,gestor telecomunicaciones
jefe de telecomunicaciones,telecommunications manager,jefe de telecomunicaciones
oficial telecomunicaciones,telecommunications manager,oficial telecomunicaciones
